lat,lng,address,full_address,unique_name_lv,category_lv,building_type_lv,architect_1_lv,architect_2_lv,architect_3_lv,architect_4_lv,architect_all_lv,year_start,year_end,year_start_with_minus,year_display_lv,year_start_us_date,notes_lv,source,city,country,link_image,image,is_from_web,source_lv,author,license
56.9626258,24.0993744,Hanzas iela,"Hanzas iela, Centra rajons, Rīga, LV-1010",Aleksandra vārti (Aleksandra triumfa arka),Triumfa arka,Triumfa arka,Johans Dāniels Gotfrīds,,,,"Johans Dāniels Gotfrīda vadībā, bet projekta autors nav zināms",1817,1817,-1817,1817,1817-01-01,"Sākumā vārti atradās pie Rīgas robežas Pēterburgas ceļā apmēram tur, kur tagad ir Gaisa tilts Brīvības ielā. 1904. gadā tos pārvietoja tālāk - apmēram pie Šmerļa ielas, bet 1936. gadā pārcēla uz tagadējo vietu.","Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 72.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_aleksandra-varti_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_aleksandra-varti_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personīgais arhīvs,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9493737,24.1137698,Aspazijas bulvāris 3,"Aspazijas bulvāris 3, Centra rajons, Rīga, LV-1050",Operas nams*,Sabiedriskās ēkas,Opera,Ludvigs Bonštets,Heinrihs Šēls,Frīdrihs Hess,,"Ludvigs Bonštets, Heinrihs Šēls un Frīdrihs Hess",1863,1863,-1863,1863,1863-01-01,"* klasicisma izteiksmē veidotā eklektisma celtne. Arhitektūras zinātnieks, profesors Jānis Krastiņš paudis viedokli, ka ēkas stilu var nosaukt arī kā ļoti vēlu klasicismu.","Harijs Tumans, Antīkie tēli Rīgas ielās (Rīga: Latvijas Universitāte, 2022), 72.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_aspazijas-bulvaris-3_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_aspazijas-bulvaris-3_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personīgais arhīvs,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.91473,24.1402765,Bauskas iela 147a,"Bišumuiža, Zemgale Suburb, Riga, Latvia",Bišumuiža,Muižas,Muiža,Nezināms,,,,Nezināms,1816,1816,-1816,1816,1816-01-01,,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 72–73.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_bauskas-iela-147a_neoclassicism_web.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_bauskas-iela-147a_neoclassicism_web.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,TRUE,https://commons.wikimedia.org/wiki/File:Bisumuiza.jpg,Jānis U.,Creative Commons Attribution 3.0 Unported
56.4286731,23.701449,"Elejas pagasts, Jelgavas novads, LV-3023","Elejas pagasts, Jelgavas novads, LV-3023",Elejas pils,Muižas,Muiža,Johans Georgs Ādams Berlics,,,,Johans Georgs Ādams Berlics,1810,1810,-1810,1810,1810-01-01,Izmantoti Džakomo Kvarengi meti Mežotnes pilij,"Skaidrīte Cielava [Zvanere-Zvanītāja], Arhitektūras stili Latvijā (Rīga: Mācību apgāds NT, 1998), 51.",Eleja,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/eleja_elejas-pils_neoclassicism_web.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/eleja_elejas-pils_neoclassicism_web.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,TRUE,https://commons.wikimedia.org/wiki/File:Elejas_mui%C5%BEas_pils_drupas_2000-10-06.jpg,J. Sedols,Creative Commons Attribution 3.0 Unported
56.9776238,24.1418296,Hospitāļu iela 55,"Hospitāļu iela 55, Vidzemes priekšpilsēta, Rīga, LV-1013",Kara hospitālis,Sabiedriskās ēkas,Hospitālis,Fjodors Demercovs,Aleksandrs Štauberts,Johans Eduards de Vite,,"Fjodors Demercovs, Aleksandrs Štauberts, Johans Eduards de Vite",1810,1835,-1810,1810/1829–1835,1810-01-01,"Tā ir senākā mūra celtne tagadējā Rīgas centrālajā daļā ārpus vecpilsētas, jo bijušo priekšpilsētu teritorijā līdz 1858. gadam dīkstēja būvēt tikai koka ēkas. Hospitālis atrodas pietiekami tālu no Vecrīgas jeb Iekšpilsētas, ārpus toreizējās mūra ēku aizlieguma robežas.","Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 76.",Rīga,Latvija,,,,,,
56.7340836,21.7327322,Jaunatnes gatve 1,"Jaunatnes gatve 1, Kazdanga, Kazdangas pagasts, Dienvidkurzemes novads, LV-3457",Kazdangas pils,Muižas,Muiža,Johans Georgs Ādams Berlics,,,,Johans Georgs Ādams Berlics,1804,1804,-1804,1804,1804-01-01,,"Skaidrīte Cielava [Zvanere-Zvanītāja], Arhitektūras stili Latvijā (Rīga: Mācību apgāds NT, 1998), 51.",Kazdanga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/kazdanga_jaunatnes-gatve-1_neoclassicism_web.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/kazdanga_jaunatnes-gatve-1_neoclassicism_web.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,TRUE,https://commons.wikimedia.org/wiki/File:Kazdangas_pils.JPG,Semigall,Public domain
56.9519425,24.1303242,Lāčplēša iela 55,"Lāčplēša iela 55, Latgales priekšpilsēta, Rīga, LV-1011",Krievu bērnu skola,Sabiedriskās ēkas,Skola,Kristiāns Frīdrihs Breitkreics,,,,Kristiāns Frīdrihs Breitkreics,1821,1821,-1821,1821,1821-01-01,,"Harijs Tumans, Antīkie tēli Rīgas ielās (Rīga: Latvijas Universitāte, 2022), 74.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_lacplesa-iela-55_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_lacplesa-iela-55_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personīgais arhīvs,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.4383,24.053,Mežotnes muiža,"Mežotnes muiža, Mežotne, Mežotnes pagasts, Bauskas novads, LV-3918",Mežotnes pils,Muižas,Muiža,Johans Georgs Ādams Berlics,,,,Johans Georgs Ādams Berlics,1802,1802,-1802,1802,1802-01-01,Johans Georgs Ādams Berlics uzcēla muižu pēc Džakomo Kvarengi meta.,"Skaidrīte Cielava [Zvanere-Zvanītāja], Arhitektūras stili Latvijā (Rīga: Mācību apgāds NT, 1998), 52.",Mežotne,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/mezotne_mezotnes-pils_neoclassicism_web.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/mezotne_mezotnes-pils_neoclassicism_web.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,TRUE,https://commons.wikimedia.org/wiki/File:Mezotne_garden_side_2014_(4).JPG,Gryffindor,Creative Commons Attribution-Share Alike 4.0 International
56.9485337,24.1041613,Palasta iela 4,"Rīgas Doms, Palasta iela 4, Centra rajons, Rīga, LV-1050",Jauna zāle Rīgas pilsētas bibliotēkā Rīgas Doma kompleksā,Sabiedriskās ēkas,Zāle,Kristofs Hāberlands,,,,Kristofs Hāberlands,1778,1778,-1778,1778,1778-01-01,Haberlands uzbuvēja jaunu zāli Rīgas pilsētas bibliotēkā Rīgas Doma kompleksā – tagad tur atrodas Rīgas vēstures un kuģniecības muzejs.,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 67.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_palasta-iela-4_zale_neoclassicism_web.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_palasta-iela-4_zale_neoclassicism_web.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,,,,
56.9501982,24.1033717,Pils iela 14,"Pils iela 14, Centra rajons, Rīga, LV-1050",,Sabiedriskās ēkas,Portāls,Nezināms,,,,Nezināms,1775,1800,-1775,18. gs. beigās,1775-01-01,,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 68.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-iela-14_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-iela-14_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personīgais arhīvs,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9514457,24.1025483,Pils laukums 2,"Pils laukums 2, Centra rajons, Rīga, LV-1050",Bijušais Rīgas licejs,Sabiedriskās ēkas,Skola,Matiass Šonss,,,,Matiass Šonss,1787,1787,-1787,1787,1787-01-01,,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 68.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-laukums-2_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-laukums-2_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personīgais arhīvs,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9508578,24.102503,Pils laukums 4,"Pils laukums 4, Centra rajons, Rīga, LV-1050","Bijusi viesnīca ""Sanktpēterburga""",Sabiedriskās ēkas,Viesnīca,Nezināms,,,,Nezināms,1785,1785,-1785,1785,1785-01-01,,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 68.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-laukums-4_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-laukums-4_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personīgais arhīvs,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9490546,24.1103854,Riharda Vāgnera iela 4,"Riharda Vāgnera iela 4, Centra rajons, Rīga, LV-1050",Rīgas pilsētas teātris (Muses biedrības nams),Sabiedriskās ēkas,Teātris,Kristofs Hāberlands,,,,Kristofs Hāberlands,1782,1782,-1782,1782,1782-01-01,,https://vagneriga.lv/vagnera-teatris/ un https://lv.wikipedia.org/wiki/Muses_nams,Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_riharda-vagnera-iela-4_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_riharda-vagnera-iela-4_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personīgais arhīvs,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9478345,24.1064499,Rātslaukums 1,"Rātslaukums 1, Centra rajons, Rīga, LV-1050",Rīgas rātsnams,Sabiedriskās ēkas,Rātsnams,Johans fon Etingers,,,,Johans fon Etingers,1765,1954,-1765,1765–1954/2001,1765-01-01,"Rīgas rātsnams /Johans fon Etingers/ (1765-1954) (nojaukta). Uzbūvēts augsts mansarda jumts (1793). Mansarda jumts tika nomainīts ar pilnu trešo stāvu /J. D. Felsko/ (1848). Ēka izdēga Otrā pasaules kara laikā. Ēka tika nojaukta (1954). Tās vieta tika uzcelts Rīgas Tehniskās universitātes laboratoriju korpuss (1964). Rīgas Tehniskās universitātes laboratoriju korpuss tika nojaukts, lai atbrīvotu vietu jaunam Rātsnamam (2000). Tika uzbuvēts jaunais Rātsnams (2001).","Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 65.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_ratslaukums-1_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_ratslaukums-1_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personīgais arhīvs,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9515653,24.1033184,Torņa iela 1,"Torņa iela 1, Centra rajons, Rīga, LV-1050",Rīgas arsenāls,Sabiedriskās ēkas,Arsenāls,Johans Eduards de Vite,Džovanni (Ivans) Francevičs Lukīni,Aleksandrs Nellingers,Jūliuss Ādolfs Špacīrs,"Johans Eduards de Vite (sakotnēji), Džovanni (Ivans) Francevičs Lukīni, Aleksandrs Nellingers un Jūliuss Ādolfs Špacīrs",1832,1832,-1832,1832,1832-01-01,Kopš 1987. gada ēka pārveidota par mākslas muzeju. Tajā atrodas arī Gētes institūts.,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 76.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_torna-iela-1_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_torna-iela-1_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personīgais arhīvs,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9260467,24.089604,Vienības gatve 27,"Vienības gat. 27, Zemgales priekšpilsēta, Rīga, LV-1004",Bloka muižiņa,Muižas,Muiža,Nezināms,,,,Nezināms,1843,1843,-1843,1843,1843-01-01,,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 72.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_vienibas-gatve-27_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_vienibas-gatve-27_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personīgais arhīvs,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
